config,seed,trial,clean_best_so_far
⑤: mono + gp_prior (rescued),44,21,0.24574175274203378
⑤: mono + gp_prior (rescued),45,1,0.06945919407802215
⑤: mono + gp_prior (rescued),45,2,0.06945919407802215
⑤: mono + gp_prior (rescued),45,3,0.06945919407802215
⑤: mono + gp_prior (rescued),45,4,0.0903268072906483
⑤: mono + gp_prior (rescued),45,5,0.0903268072906483
⑤: mono + gp_prior (rescued),45,6,0.0903268072906483
⑤: mono + gp_prior (rescued),45,7,0.10178864483628404
⑤: mono + gp_prior (rescued),45,8,0.11009517390010225
⑤: mono + gp_prior (rescued),45,9,0.1853482092309763
⑤: mono + gp_prior (rescued),45,10,0.17831558966874944
⑤: mono + gp_prior (rescued),45,11,0.24456628116561616
⑤: mono + gp_prior (rescued),45,12,0.30582462142156513
⑤: mono + gp_prior (rescued),45,13,0.3438953323614513
⑤: mono + gp_prior (rescued),45,14,0.3438953323614513
⑤: mono + gp_prior (rescued),45,15,0.3438953323614513
⑤: mono + gp_prior (rescued),45,16,0.3438953323614513
⑤: mono + gp_prior (rescued),45,17,0.3438953323614513
⑤: mono + gp_prior (rescued),45,18,0.34143315599770274
⑤: mono + gp_prior (rescued),45,19,0.34143315599770274
⑤: mono + gp_prior (rescued),45,20,0.34143315599770274
⑤: mono + gp_prior (rescued),45,21,0.34143315599770274
⑤: mono + gp_prior (rescued),46,1,0.0022365396083491
⑤: mono + gp_prior (rescued),46,2,0.020977340967156654
⑤: mono + gp_prior (rescued),46,3,0.020977340967156654
⑤: mono + gp_prior (rescued),46,4,0.09859505457393253
⑤: mono + gp_prior (rescued),46,5,0.09859505457393253
⑤: mono + gp_prior (rescued),46,6,0.09859505457393253
⑤: mono + gp_prior (rescued),46,7,0.14463697266962186
⑤: mono + gp_prior (rescued),46,8,0.1595770372529279
⑤: mono + gp_prior (rescued),46,9,0.17642609622622354
⑤: mono + gp_prior (rescued),46,10,0.17642609622622354
⑤: mono + gp_prior (rescued),46,11,0.17642609622622354
⑤: mono + gp_prior (rescued),46,12,0.2217167183155282
⑤: mono + gp_prior (rescued),46,13,0.253693127713607
⑤: mono + gp_prior (rescued),46,14,0.27808866901720375
⑤: mono + gp_prior (rescued),46,15,0.31069581208592956
⑤: mono + gp_prior (rescued),46,16,0.30029666082115775
⑤: mono + gp_prior (rescued),46,17,0.329806826008131
⑤: mono + gp_prior (rescued),46,18,0.329806826008131
⑤: mono + gp_prior (rescued),46,19,0.34416975006716893
⑤: mono + gp_prior (rescued),46,20,0.34416975006716893
⑤: mono + gp_prior (rescued),46,21,0.34416975006716893
G: WRONG-direction monotone,42,1,0.004226039557924939
G: WRONG-direction monotone,42,2,0.022904158147299236
G: WRONG-direction monotone,42,3,0.11659351721253003
G: WRONG-direction monotone,42,4,0.11659351721253003
G: WRONG-direction monotone,42,5,0.11659351721253003
G: WRONG-direction monotone,42,6,0.11659351721253003
G: WRONG-direction monotone,42,7,0.11659351721253003
G: WRONG-direction monotone,42,8,0.11659351721253003
G: WRONG-direction monotone,42,9,0.12477097767043023
G: WRONG-direction monotone,42,10,0.12477097767043023
G: WRONG-direction monotone,42,11,0.12477097767043023
G: WRONG-direction monotone,42,12,0.15100090162199914
G: WRONG-direction monotone,42,13,0.15100090162199914
G: WRONG-direction monotone,42,14,0.15333298120591676
G: WRONG-direction monotone,42,15,0.15333298120591676
G: WRONG-direction monotone,42,16,0.15333298120591676
G: WRONG-direction monotone,42,17,0.15333298120591676
G: WRONG-direction monotone,42,18,0.15333298120591676
G: WRONG-direction monotone,42,19,0.15333298120591676
G: WRONG-direction monotone,42,20,0.16953115141457306
G: WRONG-direction monotone,42,21,0.19087816108840147
G: WRONG-direction monotone,43,1,0.00414656867603559
G: WRONG-direction monotone,43,2,0.0032620459757056945
G: WRONG-direction monotone,43,3,0.24576811961858747
G: WRONG-direction monotone,43,4,0.24576811961858747
G: WRONG-direction monotone,43,5,0.24576811961858747
G: WRONG-direction monotone,43,6,0.24576811961858747
G: WRONG-direction monotone,43,7,0.24576811961858747
G: WRONG-direction monotone,43,8,0.24600373061639952
G: WRONG-direction monotone,43,9,0.24600373061639952
G: WRONG-direction monotone,43,10,0.2469102000218574
G: WRONG-direction monotone,43,11,0.2469102000218574
G: WRONG-direction monotone,43,12,0.2469102000218574
G: WRONG-direction monotone,43,13,0.2469102000218574
G: WRONG-direction monotone,43,14,0.2469102000218574
G: WRONG-direction monotone,43,15,0.2469102000218574
G: WRONG-direction monotone,43,16,0.2469102000218574
G: WRONG-direction monotone,43,17,0.2469102000218574
G: WRONG-direction monotone,43,18,0.2469102000218574
G: WRONG-direction monotone,43,19,0.2469102000218574
G: WRONG-direction monotone,43,20,0.2469102000218574
G: WRONG-direction monotone,43,21,0.2469102000218574
G: WRONG-direction monotone,44,1,0.013187579523244909
G: WRONG-direction monotone,44,2,0.07103377611999968
G: WRONG-direction monotone,44,3,0.07103377611999968
G: WRONG-direction monotone,44,4,0.07103377611999968
G: WRONG-direction monotone,44,5,0.07103377611999968
G: WRONG-direction monotone,44,6,0.07103377611999968
G: WRONG-direction monotone,44,7,0.07103377611999968
G: WRONG-direction monotone,44,8,0.07103377611999968
G: WRONG-direction monotone,44,9,0.07143579609618447
G: WRONG-direction monotone,44,10,0.13126003734648212
G: WRONG-direction monotone,44,11,0.13126786156796455
G: WRONG-direction monotone,44,12,0.13126786156796455
G: WRONG-direction monotone,44,13,0.13126786156796455
G: WRONG-direction monotone,44,14,0.13126786156796455
G: WRONG-direction monotone,44,15,0.13126786156796455
G: WRONG-direction monotone,44,16,0.13126786156796455
G: WRONG-direction monotone,44,17,0.13126786156796455
G: WRONG-direction monotone,44,18,0.13126786156796455
G: WRONG-direction monotone,44,19,0.13126786156796455
G: WRONG-direction monotone,44,20,0.13126786156796455
G: WRONG-direction monotone,44,21,0.13749396886573634
G: WRONG-direction monotone,45,1,0.06945919407802215
G: WRONG-direction monotone,45,2,0.06945919407802215
G: WRONG-direction monotone,45,3,0.06945919407802215
G: WRONG-direction monotone,45,4,0.0903268072906483
G: WRONG-direction monotone,45,5,0.0903268072906483
G: WRONG-direction monotone,45,6,0.0903268072906483
G: WRONG-direction monotone,45,7,0.0903268072906483
G: WRONG-direction monotone,45,8,0.0903268072906483
G: WRONG-direction monotone,45,9,0.10892642204713271
G: WRONG-direction monotone,45,10,0.10305788439141955
G: WRONG-direction monotone,45,11,0.11881157138493695
G: WRONG-direction monotone,45,12,0.11881157138493695
G: WRONG-direction monotone,45,13,0.13997898835988098
G: WRONG-direction monotone,45,14,0.13997898835988098
G: WRONG-direction monotone,45,15,0.13997898835988098
G: WRONG-direction monotone,45,16,0.13997898835988098
G: WRONG-direction monotone,45,17,0.13942855409666402
G: WRONG-direction monotone,45,18,0.13942855409666402
G: WRONG-direction monotone,45,19,0.16993778736578244
G: WRONG-direction monotone,45,20,0.16993778736578244
G: WRONG-direction monotone,45,21,0.16993778736578244
G: WRONG-direction monotone,46,1,0.0022365396083491
G: WRONG-direction monotone,46,2,0.020977340967156654
G: WRONG-direction monotone,46,3,0.020977340967156654
G: WRONG-direction monotone,46,4,0.09859505457393253
G: WRONG-direction monotone,46,5,0.09859505457393253
G: WRONG-direction monotone,46,6,0.09859505457393253
G: WRONG-direction monotone,46,7,0.09859505457393253
G: WRONG-direction monotone,46,8,0.09859505457393253
G: WRONG-direction monotone,46,9,0.09859505457393253
G: WRONG-direction monotone,46,10,0.10195319528582297
G: WRONG-direction monotone,46,11,0.10429624103432736
G: WRONG-direction monotone,46,12,0.10429624103432736
G: WRONG-direction monotone,46,13,0.10429624103432736
G: WRONG-direction monotone,46,14,0.10429624103432736
G: WRONG-direction monotone,46,15,0.1105730020507395
G: WRONG-direction monotone,46,16,0.11974916885501817
G: WRONG-direction monotone,46,17,0.11974916885501817
G: WRONG-direction monotone,46,18,0.11974916885501817
G: WRONG-direction monotone,46,19,0.11974916885501817
G: WRONG-direction monotone,46,20,0.11974916885501817
G: WRONG-direction monotone,46,21,0.11974916885501817
